category_truth,text
Streaming Platform,raising this here first: seeing this on subtitle-service - subtitle-service sidecar sync is lagging 41m so tracks are missing on fresh titles. cc on-call.
Identity Platform,"Issue summary: Profile preference writes timing out at 2000ms after the session cache change
Affected area: profile-service
Description: Profile preference writes timing out at 2000ms after the session cache change. Nothing obvious in the last deploy diff. Reference SF-8725 from an earlier report that looks related.
Impact: Multiple customers affected
First noticed: 18:20 UTC"
Identity Platform,On-call summary from the last page: auth-service (SEV3) - login queue depth at 4200 with MFA verification latency 2000ms and the HPA already at max replicas. Reference SF-6361 from an earlier report that looks related. Needs an owner before it breaches further.
Monetization Platform,"Monitoring picked this up a few minutes ago: billing-service (SEV2) - billing-api capture latency at 2500ms with CPUThrottlingHigh, throttled ratio 0.72. Impact is still growing per the last check. Auto-remediation did not kick in."
Monetization Platform,"Monitoring picked this up a few minutes ago: billing-service (SEV1) - duplicate payment captures detected in the ledger reconciliation job, 640 duplicates in batch ledger-20260617-17. Happens on both web and the TV app. Paging felt premature so filing here."
Monetization Platform,"fyi - seeing this on billing-service - I was charged twice for this month, two identical charges a minute apart on my statement. happens on both web and the tv app. nothing obvious in the last deploy diff. will open a ticket if it persists."
User Engagement,anyone else seeing this? seeing this on ratings-service - ratings write path erroring for 12% of events since 00:30. first noticed by the sev2 bridge during triage. who owns this?
Streaming Platform,"On-call summary from the last page: playback-service (SEV1) - the new playback rollout is stuck in ImagePullBackOff, registry answered manifest unknown for the hotfix tag. First noticed by the SEV1 bridge during triage."
Content Discovery,"Issue summary: Catalog listing endpoints returning partial rows
Affected area: catalog-service (prod)
Description: Catalog listing endpoints returning partial rows, 14% of shelf requests missing items. A restart made it better for about ten minutes.
Impact: Single account affected
First noticed: 10:15 UTC"
Content Discovery,"Subject: Issue: streaming account

Hi support, My homepage rows are completely generic today, none of my usual picks show up.
Can someone take a look?
Cheers,
Jordan"
Core Platform,"On-call summary from the last page: edge-router (SEV2) - TLS handshake errors at the edge in us-west-2, 640 per minute and upstream resets climbing. Nothing obvious in the last deploy diff. Impact is still growing per the last check. Auto-remediation did not kick in."
Data Platform,"Subject: [Customer report] service degradation

Hi there, The engagement dashboard has not updated since yesterday morning.
Mostly eu-west-1 traffic from what we can tell.
Thanks!
Regards,
Maya"
Monetization Platform,"hey folks, re billing-service: duplicate payment captures detected in the ledger reconciliation job, 340 duplicates in batch ledger-20260617-13. impact is still growing per the last check. who owns this?"
Core Platform,"Paraphrasing the page we just got: observability-service (SEV2) - tail sampling error-rate policy was disabled in a config rollout, 13% of error traces dropped."
Core Platform,"Translating the alert for this queue: observability-service (SEV1) - tail sampling error-rate policy was disabled in a config rollout, 34% of error traces dropped. Reference SF-3173 from an earlier report that looks related. Paging felt premature so filing here."
Monetization Platform,"Issue summary: I cancelled last week but it still says my subscription renews tomorrow
Affected area: production
Description: I cancelled last week but it still says my subscription renews tomorrow. Happens on both web and the TV app. Impact is still growing per the last check.
Impact: Widespread, still growing
First noticed: 07:00 UTC"
Identity Platform,"Issue summary: Admin lockout spike after the MFA provider policy refresh
Affected area: auth-service
Description: Admin lockout spike after the MFA provider policy refresh, 120 lockouts with northstar-mfa enforcement flipped from gradual to strict. Retried after clearing cache, no change.
Impact: Multiple customers affected
First noticed: 09:20 UTC"
Data Platform,"heads up - seeing this on event-ingestion-service - ingest topic backlog at 14.5M events, consumer lag growing 3200k per minute. thread me if you need logs."
Identity Platform,"On-call summary from the last page: auth-service (SEV3) - Redis hot key on session:tenant:enterprise-admins at 66k ops/s, Redis p99 3800ms, enterprise logins degraded. Auto-remediation did not kick in."
Identity Platform,"Issue summary: Account detail lookups slow at 2000ms p99
Affected area: production
Description: Account detail lookups slow at 2000ms p99, downstream callers timing out.
Impact: Internal workflow blocked
First noticed: 10:15 UTC"
Monetization Platform,"Issue summary: Invoice PDFs rendering with the wrong tax lines after the template deploy
Affected area: invoice-service (prod)
Description: Invoice PDFs rendering with the wrong tax lines after the template deploy. Reference SF-8562 from an earlier report that looks related. Roughly 15% of attempts are affected.
Impact: Widespread, still growing
First noticed: 02:40 UTC"
Data Platform,"raising this here first: re analytics-service: nightly aggregation job failed 5 times in a row, exec dashboards stale by 42h. mostly us-east-1 traffic from what we can tell."
Monetization Platform,"On-call summary from the last page: invoice-service (SEV3) - invoice generation job has been failing since 21:30, 74 invoices stuck in pending. Started around 10:25 UTC."
Core Platform,"Alertmanager fired and here is the summary: config-service (SEV2) - config rollout stuck at 25%, flags not propagating and pods holding stale values. Mostly ap-south-1 traffic from what we can tell."
Identity Platform,Monitoring picked this up a few minutes ago: profile-service (SEV1) - profile reads returning 500s for ~20% of requests since 06:10. Auto-remediation did not kick in.
Streaming Platform,"Subject: Issue: my account

Hey, The stream starts and then immediately errors out with a media error code.
Retried after clearing cache, no change.
Hope this can be sorted soon.
Regards,
Chris"
Identity Platform,"not sure if known, but seeing this on account-service - account detail lookups slow at 1800ms p99, downstream callers timing out. retried after clearing cache, no change. can someone take a look?"
Identity Platform,"fyi - auth-service: I am locked out of my account after the MFA prompt, the code is never accepted. first noticed by the sev3 bridge during triage. can someone take a look?"
